"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000092470",274.329852097821,2.21805284765861,0.169472726584634,4.2369817381797,2.26544553887138e-05,0.000640306468677723
"ENSG00000144554",266.517202939669,2.22816877595665,0.160817392968261,4.52792302198535,5.95662717395058e-06,0.000184182694204059
"ENSG00000112186",1288.45156620177,2.24483657841532,0.161628253370651,4.60833154403542,4.05913046852495e-06,0.000130481619681297
"ENSG00000146215",228.119114471237,2.25653014301075,0.198783103150006,3.80580708834119,0.000141342521178011,0.00340480500315043
"ENSG00000111247",166.734210172555,2.25674425255732,0.175807111553711,4.3044006915848,1.67438378300201e-05,0.000484410833062561
"ENSG00000233461",129.284122201897,2.25689114749295,0.204418262175448,3.70265914325855,0.000213351443519772,0.00496192878616919
"ENSG00000140945",142.64297197496,2.25799259096322,0.204744131661407,3.70214562347869,0.000213783847767838,0.00496563118583165
"ENSG00000160298",166.225521380537,2.26116351194722,0.154486676794571,4.92704955366074,8.34805886853947e-07,3.04532184942226e-05
"ENSG00000135127",546.428201781029,2.26653747275341,0.204325036162088,3.75155921737031,0.000175738232524167,0.00415122971249488
"ENSG00000287839",92.5326746844821,2.27464544891846,0.190541299914623,4.06549891947603,4.79298163919211e-05,0.00126972732091744
