"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000251258",39.4477834763945,7.79478975425005,0.742961271682191,8.47256780962159,2.40041855064947e-17,3.48956368407849e-15
"ENSG00000228626",37.3770439166321,7.79681722797682,0.745042882542102,8.45161718274786,2.87295270942157e-17,4.15582565194546e-15
"ENSG00000213401",208.120051677196,7.81131915846091,0.755269011727648,8.35638568570954,6.46690396790313e-17,8.95558928635684e-15
"ENSG00000115386",996.752489441758,7.81253707046751,0.640146945924865,9.86107504011809,6.13885503737205e-23,1.67642377749543e-20
"ENSG00000171405",28.744602986688,7.87305525908237,0.875974771667575,7.27538676365088,3.45429342852494e-13,3.19412829055376e-11
"ENSG00000283599",60.4045189816818,7.8767878457213,0.687865035118588,9.2704055594597,1.85439466079428e-20,3.84293702045452e-18
"ENSG00000139219",340.664423247599,7.88594307111292,0.603039883579669,10.5895866011477,3.33059460596942e-26,1.38711361872993e-23
"ENSG00000172023",46.6359145511819,7.95978262302881,0.97650249771022,6.61522386084645,3.70989897285076e-11,2.61843594170771e-09
"ENSG00000198054",25.4324996697416,8.01939031722032,0.813843585449543,8.01061829788731,1.14133170447837e-15,1.4131234069855e-13
"ENSG00000280081",66.7271162011138,8.04601933847777,0.745998311872795,8.77484470714723,1.7113986728061e-18,2.76282150383394e-16
"ENSG00000197172",335.436461152852,8.12417415816441,0.752355709417779,8.80457750934146,1.3134640116925e-18,2.15614710234016e-16
"ENSG00000224960",83.7408404748656,8.48442520642279,0.790788548227856,8.83222856738981,1.02610496388698e-18,1.73310907773281e-16
"ENSG00000234722",426.274708191004,8.50559729294915,0.661624922171185,10.5884724988285,3.37046772518224e-26,1.38711361872993e-23
"ENSG00000164362",219.270370503972,8.51537576732473,0.491666144277626,14.2685760428593,3.43521413694094e-46,2.00753914162829e-42
"ENSG00000206557",348.774337955481,8.63434203552624,0.533170573361588,13.3809748549041,7.8116047180576e-41,2.28255089861643e-37
"ENSG00000155495",172.744761348058,8.6822081011227,0.748967503389588,9.58947894083297,8.85309703110944e-22,2.02099605663295e-19
"ENSG00000046774",355.265293134578,8.69856448923322,0.673703785727829,10.6850586885991,1.1957340317237e-26,5.2938406677222e-24
"ENSG00000126752",379.335483680806,8.89663118306829,0.675641351756524,10.9475702809466,6.82539116289616e-28,3.62614417781501e-25
"ENSG00000156269",32.1994485694247,8.90918033935881,0.878846872398416,8.43057029848533,3.43984667663683e-17,4.87923882967612e-15
"ENSG00000006659",12.4500868671446,9.03313918524752,1.1609105934613,6.48899168263005,8.64127364049015e-11,5.77798663100966e-09
"ENSG00000145920",2396.83391625926,9.06465890811897,0.537321326483254,14.0784639195867,5.15174347810994e-45,2.30789167576002e-41
